floor_area_sqm,resale_price,lat,lon,lease_commence_year_before_2020,tn_BEDOK,tn_BISHAN,tn_BUKIT BATOK,tn_BUKIT MERAH,tn_BUKIT PANJANG,tn_BUKIT TIMAH,tn_CENTRAL AREA,tn_CHOA CHU KANG,tn_CLEMENTI,tn_GEYLANG,tn_HOUGANG,tn_JURONG EAST,tn_JURONG WEST,tn_KALLANG/WHAMPOA,tn_MARINE PARADE,tn_PASIR RIS,tn_PUNGGOL,tn_QUEENSTOWN,tn_SEMBAWANG,tn_SENGKANG,tn_SERANGOON,tn_TAMPINES,tn_TOA PAYOH,tn_WOODLANDS,tn_YISHUN,ft_2 ROOM,ft_3 ROOM,ft_4 ROOM,ft_5 ROOM,ft_EXECUTIVE,ft_MULTI-GENERATION,sr_04 TO 06,sr_07 TO 09,sr_10 TO 12,sr_13 TO 15,sr_16 TO 18,sr_19 TO 21,sr_22 TO 24,sr_25 TO 27,sr_28 TO 30,sr_31 TO 33,sr_34 TO 36,sr_37 TO 39,sr_40 TO 42,sr_43 TO 45,sr_46 TO 48,sr_49 TO 51,fm_Adjoined flat,fm_Apartment,fm_DBSS,fm_Improved,fm_Improved-Maisonette,fm_Maisonette,fm_Model A,fm_Model A-Maisonette,fm_Model A2,fm_Multi Generation,fm_New Generation,fm_Premium Apartment,fm_Premium Apartment Loft,fm_Premium Maisonette,fm_Simplified,fm_Standard,fm_Terrace,fm_Type S1,fm_Type S2
92.0,340.0,1.42207815400064,103.847233385196,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92.0,408.888,1.4324146496384498,103.846517127438,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98.0,330.0,1.4345999200965902,103.837409471332,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147.0,530.0,1.36138748741686,103.749729241965,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,400.0,1.39963286520916,103.911458504685,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120.0,468.0,1.3759206561885,103.889190256015,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,303.0,1.40641415134173,103.912620387754,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93.0,452.0,1.4011263511727,103.912462739151,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94.0,778.888,1.29013858517146,103.82845329337098,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110.0,850.0,1.3081126417498,103.882693800726,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
